numero proveedor,nombre proveedor,cuit,categoria proveedor,tipo de contribuyente,observaciones,contacto,correo electronico,telefono,razon social,importe,fecha,nro_cuenta,ciudad,pais,nombre de cuenta,descripcion,mes
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,143944.0,2020-05-25,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,158384.0,2020-08-25,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",agosto
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,106432.0,2020-10-16,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,106432.0,2021-01-28,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,42668.0,2022-10-13,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00139,Fernanda Garcia,23-89012345-9,Construccion,Monotributista,-,Fernanda Garcia,fernanda.garcia@empresa.com,0456-7890,S.R.L.,72059.0,2021-02-13,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,248599.0,2020-02-28,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,159738.0,2020-05-28,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,122240.0,2020-08-28,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",agosto
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,90675.0,2020-10-19,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,90675.0,2021-02-01,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,81679.0,2022-10-16,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00140,Nicolas Castillo,33-90123456-0,Agroindustria,Iva Responsable,-,Nicolas Castillo,nicolas.castillo@empresa.com,0567-8901,Coop.,117043.0,2021-02-16,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,130696.0,2020-03-02,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,207725.0,2020-06-01,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",junio
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,121055.0,2020-09-01,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,252093.0,2020-10-22,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,252093.0,2021-02-04,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,280320.0,2022-10-19,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00141,Juliana Perez,20-01234567-4,Consultoria,Monotributista,-,Juliana Perez,juliana.perez@empresa.com,0678-9012,S.R.L.,11442.0,2021-02-19,501400,San Juan,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,88206.0,2020-03-05,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,103821.0,2020-06-04,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,52184.0,2020-09-04,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,85168.0,2020-10-25,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,85168.0,2021-02-07,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,34695.0,2022-10-22,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00142,Diego Fernandez,30-12345678-5,Tecnologia,Iva Responsable,-,Diego Fernandez,diego.fernandez@empresa.com,0789-0123,S.A.,10587.0,2022-09-22,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,255727.0,2020-03-08,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,253296.0,2020-06-07,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",junio
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,200021.0,2020-09-07,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,278387.0,2020-10-28,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,278387.0,2021-02-10,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,82635.0,2022-10-25,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00143,Mariana Gomez,27-23456789-6,Energia Eolica,Monotributista,-,Mariana Gomez,mariana.gomez@empresa.com,0890-1234,S.A.,13020.0,2022-09-25,501400,Posadas,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,295728.0,2020-03-11,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,201749.0,2020-06-10,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,269410.0,2020-09-10,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,156276.0,2020-11-01,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,156276.0,2021-02-13,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,124428.0,2021-01-28,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00144,Manuel Rodriguez,23-34567890-1,Construccion,Iva Responsable,-,Manuel Rodriguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,217800.0,2022-09-28,516000,Bahia Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,59893.0,2020-03-14,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,43682.0,2020-06-13,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,228649.0,2020-09-13,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,28845.0,2020-11-04,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",noviembre
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,28845.0,2021-02-16,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,61059.0,2021-02-01,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00145,Clara Jimenez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jimenez,clara.jimenez@empresa.com,0123-6789,Coop.,268049.0,2022-10-01,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,44782.0,2020-03-17,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,36878.0,2020-06-16,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,47698.0,2020-09-16,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,298913.0,2020-11-07,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,11442.0,2021-02-19,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,183119.0,2021-02-04,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00146,Eduardo Reyes,20-56789012-5,Tecnologia,Iva Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,229698.0,2022-10-04,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,195892.0,2020-03-20,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,113452.0,2020-06-19,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",junio
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,20782.0,2020-09-19,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,10509.0,2020-11-10,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,10587.0,2021-02-22,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,202693.0,2021-02-07,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00147,Laura Castillo,30-67890123-6,Energia Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,102297.0,2022-10-07,501400,Santiago del Estero,Argentina,Honorarios Asesoria General,"Gestion, Comunicacion Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,108357.0,2020-03-23,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",marzo
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,280161.0,2020-06-22,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",junio
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,138216.0,2020-09-22,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",septiembre
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,239084.0,2020-11-13,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,13020.0,2021-02-25,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,26156.0,2021-02-10,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00148,Alejandro Rivas,27-78901234-9,Transporte,Iva Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,24358.0,2022-10-10,502100,Rio Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,221537.0,2020-03-26,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,164567.0,2020-06-25,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,91071.0,2020-09-25,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,98759.0,2020-11-16,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,217800.0,2021-02-28,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,295351.0,2021-02-13,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00149,Veronica Martinez,23-89012346-2,Construccion,Monotributista,-,Veronica Martinez,veronica.martinez@empresa.com,0678-9012,S.R.L.,165797.0,2022-10-13,516000,Buenos Aires,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoracion sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,277194.0,2020-03-29,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,137527.0,2020-06-28,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,157821.0,2020-09-28,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,22735.0,2020-11-19,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",noviembre
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,268049.0,2021-03-01,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,195051.0,2021-02-16,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00150,Gabriel Lopez,33-90123456-3,Agroindustria,Iva Responsable,-,Gabriel Lopez,gabriel.lopez@empresa.com,0789-0123,Coop.,260964.0,2022-10-16,507100,Villa Maria,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
