Número Proveedor,Nombre Proveedor,CUIT,Categoría Proveedor,Tipo de Contribuyente,Observaciones,Contacto,Correo Electrónico,Teléfono,Razón Social,Importe,Fecha,Nro_Cuenta,Ciudad,Pais,Nombre de Cuenta,Descripción,Mes
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$135.113,00",7/10/2020,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$148.154,00",19/1/2021,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",enero
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$247.527,00",4/10/2022,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00136,Roberto Díaz,20-56789012-3,Tecnología,IVA Responsable,-,Roberto Díaz,roberto.diaz@empresa.com,0912-3456,S.A.,"$212.736,00",4/2/2021,509100,Rio Gallegos,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$221.445,00",19/2/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$228.513,00",19/5/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",mayo
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$247.726,00",19/8/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",agosto
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$295.302,00",10/10/2020,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$217.867,00",22/1/2021,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",enero
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$223.875,00",7/10/2022,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00137,Camila Martínez,30-67890123-4,Energía Solar,Monotributista,-,Camila Martínez,camila.martinez@empresa.com,0123-4567,S.R.L.,"$151.708,00",7/2/2021,501400,Buenos Aires,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$94.895,00",22/2/2020,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$91.564,00",22/5/2020,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",mayo
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$175.561,00",22/8/2020,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",agosto
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$73.794,00",13/10/2020,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$73.794,00",25/1/2021,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",enero
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$148.032,00",10/10/2022,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",octubre
P00138,Santiago López,27-78901234-6,Transporte,IVA Responsable,-,Santiago López,santiago.lopez@empresa.com,0345-6789,S.A.,"$279.688,00",10/2/2021,502100,Mendoza,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$139.765,00",25/2/2020,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$143.944,00",25/5/2020,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",mayo
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$158.384,00",25/8/2020,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",agosto
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$106.432,00",16/10/2020,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$106.432,00",28/1/2021,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$42.668,00",13/10/2022,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",octubre
P00139,Fernanda García,23-89012345-9,Construcción,Monotributista,-,Fernanda García,fernanda.garcia@empresa.com,0456-7890,S.R.L.,"$72.059,00",13/2/2021,516000,Cordoba,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$248.599,00",28/2/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$159.738,00",28/5/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",mayo
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$122.240,00",28/8/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",agosto
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$90.675,00",19/10/2020,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$90.675,00",1/2/2021,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$81.679,00",16/10/2022,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00140,Nicolás Castillo,33-90123456-0,Agroindustria,IVA Responsable,-,Nicolás Castillo,nicolas.castillo@empresa.com,0567-8901,Cooperativa,"$117.043,00",16/2/2021,507100,Rosario,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$130.696,00",2/3/2020,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$207.725,00",1/6/2020,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",junio
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$121.055,00",1/9/2020,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$252.093,00",22/10/2020,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$252.093,00",4/2/2021,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$280.320,00",19/10/2022,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00141,Juliana Pérez,20-01234567-4,Consultoría,Monotributista,-,Juliana Pérez,juliana.perez@empresa.com,0678-9012,S.R.L.,"$11.442,00",19/2/2021,501400,San Juan,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$88.206,00",5/3/2020,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$103.821,00",4/6/2020,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$52.184,00",4/9/2020,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$85.168,00",25/10/2020,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$85.168,00",7/2/2021,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$34.695,00",22/10/2022,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00142,Diego Fernández,30-12345678-5,Tecnología,IVA Responsable,-,Diego Fernández,diego.fernandez@empresa.com,0789-0123,S.A.,"$10.587,00",22/9/2022,509100,San Rafael,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$255.727,00",8/3/2020,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$253.296,00",7/6/2020,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",junio
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$200.021,00",7/9/2020,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$278.387,00",28/10/2020,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$278.387,00",10/2/2021,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$82.635,00",25/10/2022,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.com,0890-1234,S.A.,"$13.020,00",25/9/2022,501400,Posadas,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$295.728,00",11/3/2020,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",marzo
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$201.749,00",10/6/2020,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",junio
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$269.410,00",10/9/2020,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$156.276,00",1/11/2020,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",noviembre
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$156.276,00",13/2/2021,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",febrero
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$124.428,00",28/1/2021,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",enero
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.com,0912-3456,S.R.L.,"$217.800,00",28/9/2022,516000,Bahía Blanca,Argentina,Gastos varios,"Celulares, capacitacion equipo interno, uniformes, delantales, decoración sede, busqueda y despido personal, multas, otros gastos, etc",septiembre
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$59.893,00",14/3/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",marzo
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$43.682,00",13/6/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",junio
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$228.649,00",13/9/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",septiembre
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$28.845,00",4/11/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",noviembre
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$28.845,00",16/2/2021,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$61.059,00",1/2/2021,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",febrero
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.com,0123-6789,Cooperativa,"$268.049,00",1/10/2022,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,"Accesorios, utiles, higiene personal, materia prima, etc",octubre
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$44.782,00",17/3/2020,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",marzo
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$36.878,00",16/6/2020,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",junio
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$47.698,00",16/9/2020,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",septiembre
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$298.913,00",7/11/2020,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",noviembre
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$11.442,00",19/2/2021,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$183.119,00",4/2/2021,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",febrero
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.com,0345-6789,S.A.,"$229.698,00",4/10/2022,509100,Formosa,Argentina,Servicios Soporte,"Reparaciones, mantenimiento, insumos y servivios de limpieza, matafuegos, jardineria, seguridad, alarmas, vigilancia, etc",octubre
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$195.892,00",20/3/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",marzo
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$113.452,00",19/6/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",junio
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$20.782,00",19/9/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",septiembre
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$10.509,00",10/11/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",noviembre
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$10.587,00",22/2/2021,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$202.693,00",7/2/2021,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",febrero
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.com,0456-7890,S.R.L.,"$102.297,00",7/10/2022,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,"Gestión, Comunicación Institucional, Voluntariado, Desarrollo de Fondos",octubre
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$108.357,00",23/3/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",marzo
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$280.161,00",22/6/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",junio
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$138.216,00",22/9/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",septiembre
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$239.084,00",13/11/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",noviembre
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$13.020,00",25/2/2021,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.com,0567-8901,S.A.,"$26.156,00",10/2/2021,502100,Río Cuarto,Argentina,Servicios Protagonistas,"Translados, lavado, cuidadores nocturnos, servicios sepelios, actividades recreativas, regalos, etc",febrero
