Número,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Ciudad,Pais,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Nombre de Cuenta,Descripción
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$570.388,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$349.275,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$561.428,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$579.438,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$359.406,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$590.415,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$410.481,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$234.722,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$334.523,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$366.542,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$537.160,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00133,Energía Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,SA,IVA Responsable Inscripto,30-67891234-7,1/1/2022,31/12/2023,NO,Mensual,"$553.331,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$356.962,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$263.071,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$525.330,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$508.349,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$501.922,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$462.336,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$445.924,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$341.986,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$307.348,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$449.104,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$265.027,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00134,Energía Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Río de Janeiro,Brasil,Observación MM,S.A,Responsable Inscripto,33-12345678-9,1/1/2023,31/12/2023,NO,Mensual,"$547.298,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,31/12/2023,SI,Bimestral,"$60.805,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$32.127,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$63.835,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$84.204,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$121.573,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$179.927,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$433.438,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$526.926,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$271.642,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$400.338,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$545.228,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$244.089,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$569.863,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$465.762,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$268.395,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$694.300,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$676.067,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$727.911,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$538.554,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$572.337,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$604.351,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$563.349,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$697.998,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$675.277,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$747.671,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$607.880,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$668.347,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00135,Logística Global S.R.L.,Campaña,Contacto ALG,-,global@logisticaglobal.com,+56 9 7654 3210,,Chile,Observación NN,SRL,Monotributista,20-98765432-1,1/1/2020,,SI,Bimestral,"$761.671,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$771.106,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$626.668,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$647.753,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$571.778,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$783.804,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$578.491,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$770.156,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$648.108,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,+57 300 876 5432,,Colombia,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"$556.901,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$46.148,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$23.153,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$83.712,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$55.339,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$65.179,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$173.595,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$116.913,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$447.298,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$307.698,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$464.627,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$294.917,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$273.536,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$477.167,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$345.240,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$578.153,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$255.436,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$630.203,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$788.229,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$667.281,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$663.026,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,+54 9 11 6543 2109,Buenos Aires,Argentina,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"$575.890,00",405100,Ingresos Servicios,"Servicios Sociales, Asistencia Técnica, Educación, Matriculas, etc"
